10OFF-183da38,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-3c647a3,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-e3dfb0a,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a769ef1,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-ef1fd2b,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-4e6f04b,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-4ff72c3,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-38059f9,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-1c189a7,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-1a05a65,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-0f00a3b,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-ecc38e9,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-c892f82,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a49fb61,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-7cf24cf,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-5248f8d,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a7c5502,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-f297bfd,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-9c92467,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-31d7f28,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-5aeae1f,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-2e74dc6,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a023513,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
GOLFSMARTER,-100.0,fixed_amount,0,,Active,2017-09-14 17:45:50 -0400,
PURSUIT,-100.0,fixed_amount,0,,Active,2017-09-14 17:44:05 -0400,
NERDY,-100.0,fixed_amount,0,,Active,2017-09-14 17:21:53 -0400,
10OFF-c0d1f35,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-6307de7,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-5daf2ee,-10.0,percentage,1,1,Active,2017-09-10 18:29:23 -0400,
10OFF-8551a81,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-9cbd588,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-8684343,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-2b96709,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-5c0c0fe,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a159067,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a606a88,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-dac6ffb,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-750ebd1,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-d31b97d,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-5a7d14f,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-b181ece,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-ef7454f,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-f656d21,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-70222a9,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-91e4d6f,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-9c7fa6f,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-f4ca717,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-cbea71c,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-68d06a2,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-f94fe6e,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-f01e6fa,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-eb07a5c,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-000b9c6,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-9a0dfd6,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-643c851,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-efe3015,-10.0,percentage,1,1,Active,2017-09-10 18:29:23 -0400,
10OFF-fdb2438,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-4fe029e,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-ff1f8bb,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-5963f6d,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-eb01715,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-bea7206,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-e7e8529,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a504469,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-1a0ed77,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-48a1d06,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a5c3ba5,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-3156895,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-395558f,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-c65c4cc,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-4495a46,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-bf8613c,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-dc13789,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-f78a484,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-3f13993,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a50100e,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-5ed016a,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a1285a5,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-475b762,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-3c3c4ce,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-c18c9b3,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-a05d0bf,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-d2e77f9,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-9c4b722,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-825a17b,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-415cd1b,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-ac98948,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-aca5f0d,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
10OFF-b1ed7c2,-10.0,percentage,0,1,Active,2017-09-10 18:29:23 -0400,
